-185.145,151.218,1216.57
-50.7542,-152.386,1381.08
-35.0139,2.69556,1539.07
-188.505,-93.3762,1088.43
-107.861,-42.7297,1284.56
-33.3531,-84.7344,1466.51
-166.706,-19.8621,1134.15
-113.069,73.0833,1346
-121.249,-150.561,1283.83
-0,0,0
