NECK_TO_HEAD.x,NECK_TO_HEAD.y,NECK_TO_HEAD.z,TORSO_TO_NECK.x,TORSO_TO_NECK.y,TORSO_TO_NECK.z,NECK_TO_RIGHTSHOULDER.x,NECK_TO_RIGHTSHOULDER.y,NECK_TO_RIGHTSHOULDER.z,RIGHTSHOULDER_TO_RIGHTELBOW.x,RIGHTSHOULDER_TO_RIGHTELBOW.y,RIGHTSHOULDER_TO_RIGHTELBOW.z,RIGHTELBOW_TO_RIGHTHAND.x,RIGHTELBOW_TO_RIGHTHAND.y,RIGHTELBOW_TO_RIGHTHAND.z,NECK_TO_LEFTSHOULDER.x,NECK_TO_LEFTSHOULDER.y,NECK_TO_LEFTSHOULDER.z,LEFTSHOULDER_TO_LEFTELBOW.x,LEFTSHOULDER_TO_LEFTELBOW.y,LEFTSHOULDER_TO_LEFTELBOW.z,LEFTELBOW_TO_LEFTHAND.x,LEFTELBOW_TO_LEFTHAND.y,LEFTELBOW_TO_LEFTHAND.z,TORSO_TO_RIGHTHIP.x,TORSO_TO_RIGHTHIP.y,TORSO_TO_RIGHTHIP.z,TORSO_TO_LEFTHIP.x,TORSO_TO_LEFTHIP.y,TORSO_TO_LEFTHIP.z,answer
0.0344163,-0.994343,0.100489,0.0212945,-0.999587,0.0193192,-0.946727,-0.0139511,0.321735,-0.515892,0.842786,-0.153515,-0.167901,0.696991,0.697146,0.946727,0.0139511,-0.321735,0.399617,0.783305,-0.476172,0.291855,0.903865,0.312809,-0.409006,0.905283,0.114793,0.37019,0.916764,-0.150008,stand
0.0325208,-0.994669,0.0978555,0.0195759,-0.999664,0.0169678,-0.945834,-0.0130166,0.32439,-0.524052,0.84904,-0.0670787,-0.148908,0.69506,0.703362,0.945834,0.0130166,-0.32439,0.398156,0.784172,-0.475969,0.282764,0.898562,0.335604,-0.407072,0.905738,0.118029,0.371389,0.916451,-0.148958,stand
0.035758,-0.995645,0.0860979,0.0241875,-0.999622,0.01304,-0.942496,-0.018453,0.333707,-0.526392,0.847743,-0.0651429,-0.11663,0.690694,0.71368,0.942496,0.018453,-0.333707,0.392033,0.795031,-0.462856,0.276077,0.897832,0.343045,-0.409907,0.90346,0.125445,0.365818,0.918647,-0.149214,stand
0.0404924,-0.995632,0.0841277,0.0290072,-0.999449,0.0161084,-0.938384,-0.021677,0.344914,-0.535783,0.843279,-0.04261,-0.146428,0.680846,0.71764,0.938384,0.0216767,-0.344914,0.386962,0.803621,-0.452166,0.254854,0.898342,0.357815,-0.412609,0.901975,0.127261,0.359735,0.919815,-0.156623,stand
0.0499279,-0.993764,0.0997056,0.0363802,-0.99897,0.0271263,-0.935522,-0.0245009,0.352419,-0.545449,0.838144,-0.000732446,-0.104442,0.669175,0.735729,0.935522,0.0245009,-0.352419,0.375898,0.809426,-0.451143,0.228292,0.893871,0.385847,-0.418174,0.900363,0.120317,0.351861,0.92053,-0.169762,stand
0.0556112,-0.992913,0.105033,0.0446508,-0.99852,0.0310387,-0.934878,-0.0308134,0.353629,-0.548712,0.835801,-0.0187775,-0.138736,0.711518,0.688835,0.934878,0.0308134,-0.353629,0.381445,0.805014,-0.45437,0.198907,0.887139,0.416437,-0.425444,0.897357,0.117248,0.344056,0.922719,-0.173825,stand
0.0608397,-0.993273,0.0985206,0.0514117,-0.998281,0.0281473,-0.934204,-0.0381115,0.354696,-0.554995,0.831152,-0.0341493,-0.158051,0.712664,0.683469,0.934204,0.0381115,-0.354696,0.367389,0.821212,-0.436619,0.182366,0.870942,0.456292,-0.431323,0.894138,0.12032,0.33761,0.925507,-0.171627,stand
0.0710814,-0.992464,0.0998099,0.0613347,-0.997665,0.0300316,-0.923636,-0.0453281,0.380582,-0.56695,0.818267,-0.0949031,-0.18945,0.704641,0.683805,0.923636,0.0453283,-0.380582,0.367582,0.839388,-0.400389,0.16543,0.856663,0.488633,-0.439257,0.888806,0.130682,0.327659,0.926442,-0.185324,stand
0.111246,-0.989396,0.0933758,0.104489,-0.994347,0.0188533,-0.941059,-0.0927227,0.325285,-0.586077,0.809402,-0.0371771,-0.208675,0.683066,0.699911,0.941059,0.0927227,-0.325285,0.384073,0.849671,-0.361312,0.159781,0.865588,0.474582,-0.49148,0.862577,0.120037,0.30198,0.940756,-0.154229,stand
0.136454,-0.987393,0.0802257,0.135782,-0.99073,0.0042518,-0.963732,-0.131084,0.232459,-0.551787,0.832012,-0.0573276,-0.263764,0.649782,0.712889,0.963732,0.131084,-0.232459,0.396916,0.856532,-0.329865,0.147696,0.882139,0.447233,-0.530025,0.842722,0.0943028,0.283858,0.953424,-0.102011,stand
0.143543,-0.986586,0.0777329,0.145223,-0.989399,-0.000341396,-0.974664,-0.14312,0.171892,-0.532234,0.840325,-0.102863,-0.287167,0.661382,0.692899,0.974664,0.14312,-0.171892,0.416082,0.847979,-0.32834,0.138471,0.891749,0.430824,-0.546592,0.834164,0.0735345,0.283818,0.956102,-0.0729167,stand
0.150838,-0.984871,0.0853104,0.152517,-0.988293,0.00385255,-0.98468,-0.151624,0.0861157,-0.500341,0.856507,-0.126708,-0.295297,0.639254,0.710038,0.98468,0.151624,-0.0861157,0.445454,0.843213,-0.300936,0.161689,0.898665,0.407748,-0.558056,0.829137,0.0332577,0.282178,0.958519,-0.0402263,stand
0.153426,-0.983136,0.0995143,0.155876,-0.987661,0.0151135,-0.987714,-0.155676,0.0136336,-0.462237,0.854316,-0.237657,-0.283599,0.591485,0.754796,0.987714,0.155676,-0.0136336,0.477154,0.828747,-0.292408,0.147133,0.892397,0.42659,-0.560475,0.828134,-0.00789537,0.278215,0.960321,-0.0194721,stand
0.145643,-0.98341,0.108137,0.156503,-0.987404,0.0232402,-0.986322,-0.157477,-0.048681,-0.412378,0.846116,-0.337686,-0.315504,0.595155,0.739085,0.986322,0.157477,0.048681,0.500505,0.83611,-0.224534,0.152795,0.886919,0.435922,-0.568109,0.82188,-0.0420263,0.28596,0.958241,0.000128045,stand
0.140505,-0.982163,0.124954,0.154063,-0.98726,0.039775,-0.978907,-0.157979,-0.12955,-0.354542,0.850192,-0.389196,-0.364163,0.677144,0.639423,0.978907,0.15798,0.12955,0.517193,0.838179,-0.173112,0.137965,0.864488,0.483349,-0.562254,0.821844,-0.0918888,0.284431,0.958485,0.0201624,stand
0.134076,-0.981188,0.1389,0.14757,-0.987664,0.0523622,-0.968665,-0.15502,-0.194055,-0.329115,0.840121,-0.431137,-0.374817,0.732792,0.567915,0.968665,0.15502,0.194055,0.51866,0.849191,-0.09933,0.0975865,0.836341,0.539454,-0.558402,0.818946,-0.132344,0.293314,0.95525,0.0382824,stand
0.128468,-0.981411,0.142578,0.143296,-0.987865,0.0599088,-0.959986,-0.153459,-0.23426,-0.279682,0.829741,-0.483019,-0.403413,0.75211,0.521141,0.959986,0.153459,0.23426,0.526775,0.849627,-0.0253397,0.0617145,0.817731,0.572283,-0.542002,0.826001,-0.154781,0.283233,0.957918,0.0465957,stand
0.119215,-0.980252,0.15778,0.139014,-0.987594,0.0730298,-0.950442,-0.153766,-0.270213,-0.267168,0.823159,-0.501029,-0.411647,0.752074,0.514715,0.950442,0.153766,0.270213,0.520438,0.853892,-0.00364543,0.0448327,0.783015,0.620385,-0.537889,0.822889,-0.183107,0.287434,0.956413,0.051533,stand
0.115465,-0.980155,0.161132,0.133899,-0.987797,0.0795458,-0.939608,-0.152059,-0.306618,-0.260832,0.833077,-0.487801,-0.40572,0.758246,0.510347,0.939608,0.152059,0.306618,0.518742,0.85485,-0.011814,0.04173,0.749922,0.660209,-0.52673,0.825137,-0.204217,0.285218,0.956536,0.0607419,stand
