NECK_TO_HEAD.x,NECK_TO_HEAD.y,NECK_TO_HEAD.z,TORSO_TO_NECK.x,TORSO_TO_NECK.y,TORSO_TO_NECK.z,NECK_TO_RIGHTSHOULDER.x,NECK_TO_RIGHTSHOULDER.y,NECK_TO_RIGHTSHOULDER.z,RIGHTSHOULDER_TO_RIGHTELBOW.x,RIGHTSHOULDER_TO_RIGHTELBOW.y,RIGHTSHOULDER_TO_RIGHTELBOW.z,RIGHTELBOW_TO_RIGHTHAND.x,RIGHTELBOW_TO_RIGHTHAND.y,RIGHTELBOW_TO_RIGHTHAND.z,NECK_TO_LEFTSHOULDER.x,NECK_TO_LEFTSHOULDER.y,NECK_TO_LEFTSHOULDER.z,LEFTSHOULDER_TO_LEFTELBOW.x,LEFTSHOULDER_TO_LEFTELBOW.y,LEFTSHOULDER_TO_LEFTELBOW.z,LEFTELBOW_TO_LEFTHAND.x,LEFTELBOW_TO_LEFTHAND.y,LEFTELBOW_TO_LEFTHAND.z,TORSO_TO_RIGHTHIP.x,TORSO_TO_RIGHTHIP.y,TORSO_TO_RIGHTHIP.z,TORSO_TO_LEFTHIP.x,TORSO_TO_LEFTHIP.y,TORSO_TO_LEFTHIP.z,answer
0.00463615,-0.992935,0.118567,-5.76342e-06,-0.999036,0.0439009,-0.946302,0.014197,0.322973,-0.491516,0.867416,-0.0774729,-0.134578,0.673613,0.726728,0.946302,-0.014197,-0.322973,0.392875,0.789219,-0.471998,0.257054,0.922114,0.289187,-0.402078,0.910401,0.0974899,0.402088,0.898335,-0.176972,102
0.00698794,-0.993356,0.114872,0.00177799,-0.99916,0.0409362,-0.947572,0.0113964,0.31934,-0.494889,0.865861,-0.0732798,-0.151793,0.673592,0.723348,0.947572,-0.0113964,-0.31934,0.386872,0.782649,-0.487638,0.271769,0.921505,0.277436,-0.404228,0.909325,0.0986286,0.401009,0.89964,-0.172743,102
0.0068774,-0.993762,0.111308,0.00106232,-0.999371,0.0354369,-0.946978,0.0103794,0.32113,-0.497697,0.864248,-0.0733055,-0.150772,0.644477,0.749612,0.946978,-0.0103794,-0.32113,0.392411,0.773949,-0.497008,0.290755,0.916788,0.27379,-0.403329,0.909084,0.104368,0.401406,0.900263,-0.168526,102
0.00825236,-0.994777,0.101736,7.29257e-05,-0.999576,0.0291041,-0.945026,0.00944726,0.326858,-0.503904,0.861891,-0.0567886,-0.10664,0.618317,0.778661,0.945026,-0.009447,-0.326858,0.384843,0.770606,-0.507999,0.30904,0.917527,0.250278,-0.397788,0.910718,0.11116,0.397656,0.902766,-0.163962,102
0.0183723,-0.994586,0.102282,0.00866538,-0.999601,0.0268648,-0.942067,0.000846974,0.335425,-0.504903,0.859593,-0.0785632,-0.141476,0.660514,0.737364,0.942067,-0.000846974,-0.335425,0.374551,0.762078,-0.528155,0.316094,0.919309,0.234425,-0.395593,0.911379,0.113555,0.379798,0.910681,-0.162524,102
0.0943198,-0.99551,0.00800685,0.121933,-0.970173,-0.209517,-0.702952,-0.233437,0.671838,-0.74266,0.377039,0.553441,-0.127006,-0.105663,0.986258,0.702952,0.233437,-0.671838,0.818672,0.326761,-0.472232,0.780382,-0.0364067,0.624242,-0.416779,0.770714,0.48197,0.197415,0.974676,-0.105038,103
0.100662,-0.993827,0.0466297,0.121213,-0.989516,-0.0785196,-0.822162,-0.144406,0.550633,-0.686535,0.475153,0.550363,-0.139919,-0.0549124,0.988639,0.822162,0.144406,-0.550633,0.533431,0.61815,-0.577358,0.789313,-0.00656837,0.613956,-0.465285,0.829394,0.309219,0.246767,0.95446,-0.167668,103
0.108129,-0.990953,0.0795001,0.109644,-0.993823,-0.0171593,-0.878394,-0.10496,0.46627,-0.640227,0.5367,0.549603,-0.139158,-0.0404656,0.989443,0.878394,0.10496,-0.46627,0.342521,0.730096,-0.591303,0.822372,-0.00359304,0.568939,-0.477154,0.851801,0.21624,0.279233,0.942181,-0.185265,103
0.117173,-0.988042,0.100219,0.105465,-0.99425,0.0185731,-0.904096,-0.0880906,0.418151,-0.615381,0.55523,0.559488,-0.131403,-0.0281242,0.99093,0.904096,0.0880906,-0.418151,0.253541,0.765012,-0.592008,0.839606,-0.0210423,0.542788,-0.485439,0.858795,0.163768,0.295178,0.934855,-0.197274,103
0.122027,-0.986889,0.10564,0.101261,-0.99436,0.0315351,-0.915459,-0.0807236,0.394232,-0.588264,0.56045,0.582959,-0.137003,-0.0403397,0.989749,0.915459,0.0807236,-0.394232,0.226137,0.783548,-0.578718,0.839134,-0.044823,0.542076,-0.487756,0.861301,0.142318,0.305214,0.931224,-0.199166,103
0.134553,-0.985346,0.104831,0.112144,-0.993047,0.0357998,-0.924413,-0.0910421,0.370366,-0.559833,0.566445,0.604753,-0.130081,-0.0784023,0.988399,0.924413,0.0910421,-0.370366,0.234731,0.778788,-0.581714,0.82106,-0.0469759,0.568905,-0.502302,0.855088,0.128519,0.300246,0.934128,-0.193021,103
0.148072,-0.981783,0.119068,0.125848,-0.991004,0.0455273,-0.928158,-0.101416,0.358104,-0.567353,0.537759,0.62364,-0.0971876,-0.0811913,0.991949,0.928158,0.101416,-0.358104,0.257002,0.774272,-0.578319,0.793886,-0.0463434,0.606298,-0.516701,0.848459,0.114621,0.290014,0.936605,-0.196628,103
0.148108,-0.984081,0.0982221,0.135222,-0.990063,0.0386149,-0.929161,-0.113178,0.351924,-0.553828,0.545892,0.628711,-0.110718,-0.0957665,0.989227,0.929161,0.113178,-0.351924,0.263714,0.765229,-0.587265,0.763498,-0.0492514,0.643929,-0.525824,0.842332,0.118266,0.28229,0.940765,-0.187811,103
0.155977,-0.980369,0.120611,0.139378,-0.988815,0.0530879,-0.937834,-0.114603,0.327619,-0.540515,0.538023,0.646819,-0.101041,-0.1156,0.988143,0.937834,0.114603,-0.327619,0.30021,0.769636,-0.563501,0.721526,-0.0446643,0.690945,-0.533484,0.84049,0.0947227,0.282487,0.940201,-0.190325,103
0.151905,-0.979976,0.128732,0.141198,-0.988023,0.0622442,-0.944453,-0.115591,0.307647,-0.526134,0.530003,0.665042,-0.0965351,-0.136006,0.985994,0.944453,0.115591,-0.307647,0.338506,0.754283,-0.562558,0.689513,-0.0486526,0.722637,-0.537979,0.839362,0.0777814,0.283702,0.939926,-0.189874,103
0.139038,-0.934672,-0.327196,0.134526,-0.934046,-0.330848,-0.720899,-0.321327,0.614047,-0.304627,0.618339,0.724472,-0.0354314,0.595909,0.80227,0.720899,0.321327,-0.614047,0.390865,0.790285,-0.471884,0.575539,0.669042,0.470253,-0.423762,0.713969,0.557381,0.179384,0.982811,0.0436348,100
0.119836,-0.936362,-0.329948,0.111932,-0.939433,-0.32394,-0.747385,-0.294423,0.595593,-0.308044,0.603773,0.735233,-0.0569426,0.604143,0.794839,0.747385,0.294423,-0.595593,0.424961,0.775212,-0.46739,0.592055,0.602457,0.535272,-0.414602,0.729821,0.543568,0.211309,0.976393,0.0447778,100
0.110783,-0.936329,-0.33319,0.097906,-0.940911,-0.324193,-0.726253,-0.290272,0.623137,-0.312468,0.603093,0.733922,-0.0677462,0.597732,0.798829,0.726253,0.290272,-0.623137,0.475886,0.758456,-0.445282,0.603319,0.522421,0.602563,-0.392942,0.732981,0.55528,0.215114,0.976012,0.0335584,100
0.126068,-0.928248,-0.349947,0.111283,-0.934843,-0.33717,-0.73662,-0.305335,0.603458,-0.291545,0.603118,0.742462,-0.0527807,0.597192,0.80036,0.73662,0.305334,-0.603458,0.498056,0.731832,-0.465147,0.610935,0.481604,0.628343,-0.40948,0.721112,0.558859,0.207362,0.976799,0.0535265,100
0.137449,-0.92383,-0.357275,0.124611,-0.930892,-0.343382,-0.742117,-0.317155,0.590488,-0.271123,0.600048,0.752619,-0.0285317,0.599641,0.799761,0.742117,0.317155,-0.590488,0.49991,0.730113,-0.46586,0.602213,0.457801,0.654032,-0.42395,0.712503,0.559111,0.197637,0.978149,0.064527,100
0.151014,-0.918009,-0.366681,0.140813,-0.924299,-0.354744,-0.737771,-0.336905,0.584969,-0.250095,0.611435,0.750733,-0.0168447,0.579503,0.814796,0.737771,0.336905,-0.584969,0.489736,0.735023,-0.468935,0.601836,0.432234,0.671541,-0.436944,0.698131,0.56718,0.181224,0.980419,0.0770444,100
0.176328,-0.910406,-0.374259,0.164996,-0.916617,-0.364127,-0.732167,-0.361193,0.57747,-0.233885,0.612537,0.755047,0.00742124,0.57947,0.81496,0.732167,0.361193,-0.57747,0.475038,0.727704,-0.494758,0.621913,0.474387,0.623042,-0.456625,0.680896,0.572603,0.157005,0.983613,0.0886245,100
0.255593,-0.850397,-0.459889,0.252125,-0.85513,-0.452974,-0.627574,-0.5008,0.596113,-0.216331,0.601114,0.769326,0.0736039,0.628685,0.774169,0.627574,0.5008,-0.596113,0.351593,0.733124,-0.582162,0.522871,0.795067,0.307368,-0.489397,0.570938,0.659182,0.030426,0.985754,0.165418,100
0.272108,-0.82521,-0.49496,0.271832,-0.82938,-0.488094,-0.554928,-0.549466,0.624614,-0.225961,0.589364,0.775623,0.114621,0.667888,0.735383,0.554928,0.549466,-0.624614,0.32386,0.746303,-0.581503,0.327579,0.938694,0.107449,-0.478069,0.525577,0.703718,-0.0163052,0.982797,0.183966,100
